STITCH,Gene
CID000005524,1233
CID000005524,54716
CID000005524,1238
CID000005524,7852
CID000005524,2837
CID000005524,2835
CID000005524,2834
CID000005524,2832
CID000005524,2831
CID000005524,2830
CID000005524,344561
CID000005524,2652
CID000005524,3354
CID000005524,5737
CID000005524,1241
CID000005524,8811
CID000005524,3351
CID000005524,83550
CID000005524,83551
CID000005524,623
CID000005524,2861
CID000005524,64106
CID000005524,3352
CID000005524,339403
CID000005524,153
CID000005524,6536
CID000005524,6534
CID000005524,6535
CID000005524,6532
CID000005524,6533
CID000005524,6530
CID000005524,6531
CID000005524,155
CID000005524,9038
CID000005524,134864
CID000005524,6538
CID000005524,6539
CID000005524,554
CID000005524,4829
CID000005524,5540
CID000005524,3361
CID000005524,3362
CID000005524,3363
CID000005524,186
CID000005524,187
CID000005524,185
CID000005524,2587
CID000005524,9293
CID000005524,5021
CID000005524,57007
CID000005524,4986
CID000005524,56413
CID000005524,10316
CID000005524,340024
CID000005524,6529
CID000005524,8477
CID000005524,4157
CID000005524,84109
CID000005524,2925
CID000005524,5956
CID000005524,6752
CID000005524,6753
CID000005524,350383
CID000005524,6751
CID000005524,6754
CID000005524,6755
CID000005524,2693
CID000005524,11254
CID000005524,151
CID000005524,150
CID000005524,2862
CID000005524,2863
CID000005524,887
CID000005524,886
CID000005524,348932
CID000005524,4886
CID000005524,552
CID000005524,59340
CID000005524,3062
CID000005524,3061
CID000005524,152
CID000005524,27201
CID000005524,4923
CID000005524,1816
CID000005524,5729
CID000005524,4161
CID000005524,4160
CID000005524,11245
CID000005524,7201
CID000005524,139760
CID000005524,146
CID000005524,147
CID000005524,134391
CID000005524,140
CID000005524,51289
CID000005524,611
CID000005524,148
CID000005524,3355
CID000005524,5734
CID000005524,3357
CID000005524,3356
CID000005524,5731
CID000005524,3350
CID000005524,5733
CID000005524,5732
CID000005524,5739
CID000005524,3358
CID000005524,23620
CID000005524,5995
CID000005524,6915
CID000005524,1812
CID000005524,6540
CID000005524,4158
CID000005524,4159
CID000005524,11250
CID000005524,1814
CID000005524,8484
CID000005524,81491
CID000005524,680
CID000005524,11255
CID000005526,5340
CID000005523,6532
CID000005523,4985
CID000005523,4988
CID000005523,6530
CID000005523,4986
CID100003957,1557
CID100003957,1131
CID100003957,5243
CID100003957,3357
CID100003957,3757
CID100003957,3269
CID100003954,1269
CID100003954,124274
CID100003954,2849
CID100003954,2847
CID100003954,2844
CID100003954,2845
CID100003954,2842
CID100003954,54112
CID100003954,136
CID100003954,135
CID100003954,134
CID100003954,10692
CID100003954,9287
CID100003954,9283
CID100003954,4985
CID100003954,4987
CID100003954,10663
CID100003954,4988
CID100003954,27201
CID100003954,4889
CID100003954,221391
CID100003954,2850
CID100003954,84539
CID100003954,84634
CID100003954,4887
CID100003954,54329
CID100003954,54328
CID100003954,10886
CID100003954,10887
CID100003954,729230
CID100003954,23566
CID100003954,10888
CID100003954,9170
CID100003954,6010
CID100003954,56923
CID100003954,2798
CID100003954,128674
CID100003954,10803
CID100003954,319100
CID100003954,23596
CID100003954,94233
CID100003954,3274
CID100003954,285601
CID100003954,2827
CID100003954,53831
CID100003954,1902
CID100003954,338557
CID100003954,1234
CID100003954,1230
CID100003954,1813
CID100003954,1232
CID100003954,1233
CID100003954,1238
CID100003954,2837
CID100003954,2835
CID100003954,2834
CID100003954,2832
CID100003954,2831
CID100003954,2830
CID100003954,344561
CID100003954,2652
CID100003954,5734
CID100003954,5737
CID100003954,5243
CID100003954,1241
CID100003954,8811
CID100003954,3351
CID100003954,83550
CID100003954,3350
CID100003954,623
CID100003954,2861
CID100003954,64106
CID100003954,3352
CID100003954,339403
CID100003954,153
CID100003954,7852
CID100003954,83873
CID100003954,152
CID100003954,6532
CID100003954,155
CID100003954,9038
CID100003954,134864
CID100003954,64582
CID100003954,4829
CID100003954,5540
CID100003954,3361
CID100003954,3362
CID100003954,3363
CID100003954,186
CID100003954,187
CID100003954,185
CID100003954,2587
CID100003954,9293
CID100003954,5021
CID100003954,57007
CID100003954,4986
CID100003954,118442
CID100003954,8477
CID100003954,4157
CID100003954,84109
CID100003954,2925
CID100003954,5956
CID100003954,6752
CID100003954,6753
CID100003954,350383
CID100003954,6751
CID100003954,6754
CID100003954,6755
CID100003954,2693
CID100003954,151
CID100003954,150
CID100003954,2862
CID100003954,2863
CID100003954,887
CID100003954,886
CID100003954,554
CID100003954,4886
CID100003954,552
CID100003954,59340
CID100003954,3062
CID100003954,3061
CID100003954,4923
CID100003954,1816
CID100003954,5729
CID100003954,4161
CID100003954,4160
CID100003954,11245
CID100003954,7201
CID100003954,139760
CID100003954,1565
CID100003954,146
CID100003954,147
CID100003954,134391
CID100003954,140
CID100003954,51289
CID100003954,611
CID100003954,148
CID100003954,3355
CID100003954,3354
CID100003954,3357
CID100003954,3356
CID100003954,5731
CID100003954,10316
CID100003954,5733
CID100003954,5732
CID100003954,5739
CID100003954,3358
CID100003954,23620
CID100003954,5995
CID100003954,56413
CID100003954,1812
CID100003954,6915
CID100003954,4158
CID100003954,4159
CID100003954,11250
CID100003954,1814
CID100003954,8484
CID100003954,81491
CID100003954,83551
CID100003954,680
CID100003954,11255
CID000002729,1269
CID000002729,124274
CID000002729,2849
CID000002729,2847
CID000002729,2844
CID000002729,2845
CID000002729,2842
CID000002729,54112
CID000002729,136
CID000002729,135
CID000002729,134
CID000002729,10692
CID000002729,9287
CID000002729,9283
CID000002729,4985
CID000002729,4987
CID000002729,10663
CID000002729,4988
CID000002729,27201
CID000002729,4889
CID000002729,221391
CID000002729,2850
CID000002729,84539
CID000002729,84634
CID000002729,4887
CID000002729,54329
CID000002729,54328
CID000002729,10886
CID000002729,10887
CID000002729,729230
CID000002729,23566
CID000002729,10888
CID000002729,9170
CID000002729,6010
CID000002729,56923
CID000002729,2798
CID000002729,128674
CID000002729,10803
CID000002729,1128
CID000002729,1129
CID000002729,319100
CID000002729,23596
CID000002729,94233
CID000002729,3274
CID000002729,285601
CID000002729,2827
CID000002729,53831
CID000002729,1902
CID000002729,338557
CID000002729,1234
CID000002729,1230
CID000002729,1813
CID000002729,1232
CID000002729,1233
CID000002729,1133
CID000002729,1132
CID000002729,1131
CID000002729,1238
CID000002729,2837
CID000002729,2835
CID000002729,2834
CID000002729,2832
CID000002729,2831
CID000002729,2830
CID000002729,344561
CID000002729,2652
CID000002729,3354
CID000002729,5737
CID000002729,1241
CID000002729,8811
CID000002729,3351
CID000002729,83550
CID000002729,3350
CID000002729,623
CID000002729,2861
CID000002729,64106
CID000002729,3352
CID000002729,339403
CID000002729,153
CID000002729,7852
CID000002729,3269
CID000002729,83873
CID000002729,152
CID000002729,155
CID000002729,9038
CID000002729,134864
CID000002729,64582
CID000002729,4829
CID000002729,5540
CID000002729,3361
CID000002729,3362
CID000002729,3363
CID000002729,186
CID000002729,187
CID000002729,185
CID000002729,2587
CID000002729,9293
CID000002729,5021
CID000002729,57007
CID000002729,4986
CID000002729,118442
CID000002729,8477
CID000002729,4157
CID000002729,84109
CID000002729,2925
CID000002729,5956
CID000002729,6752
CID000002729,6753
CID000002729,350383
CID000002729,6751
CID000002729,6754
CID000002729,6755
CID000002729,2693
CID000002729,151
CID000002729,150
CID000002729,2862
CID000002729,2863
CID000002729,887
CID000002729,886
CID000002729,554
CID000002729,4886
CID000002729,552
CID000002729,59340
CID000002729,3062
CID000002729,3061
CID000002729,4923
CID000002729,1816
CID000002729,5729
CID000002729,4161
CID000002729,4160
CID000002729,11245
CID000002729,7201
CID000002729,139760
CID000002729,146
CID000002729,147
CID000002729,134391
CID000002729,140
CID000002729,51289
CID000002729,611
CID000002729,148
CID000002729,3355
CID000002729,5734
CID000002729,3357
CID000002729,3356
CID000002729,5731
CID000002729,10316
CID000002729,5733
CID000002729,5732
CID000002729,5739
CID000002729,3358
CID000002729,23620
CID000002729,5995
CID000002729,56413
CID000002729,1812
CID000002729,6915
CID000002729,4158
CID000002729,4159
CID000002729,11250
CID000002729,1814
CID000002729,8484
CID000002729,81491
CID000002729,83551
CID000002729,680
CID000002729,11255
CID000387447,5476
CID000387447,5699
CID000387447,122706
CID000387447,1215
CID000387447,5692
CID000387447,143471
CID000387447,5690
CID000387447,5691
CID000387447,5689
CID000387447,5688
CID000387447,5694
CID000387447,5695
CID000387447,5685
CID000387447,5684
CID000387447,5687
CID000387447,5686
CID000387447,1511
CID000387447,440387
CID000387447,5683
CID000387447,5682
CID005284627,768
CID005284627,771
CID005284627,770
CID005284627,762
CID005284627,763
CID005284627,760
CID005284627,761
CID005284627,766
CID005284627,767
CID005284627,56934
CID005284627,377677
CID005284627,11238
CID005284627,5793
CID005284627,5803
CID005284627,765
CID005284627,759
CID100060184,1636
CID000071113,2052
CID000071113,8513
CID000071113,340654
CID000071113,142910
CID000071113,55347
CID000071113,51400
CID000071113,643418
CID000071113,63874
CID000071113,3988
CID000071113,643414
CID000071113,84836
CID000071113,51099
CID000071113,253190
CID000071113,25864
CID100002726,1269
CID100002726,124274
CID100002726,55503
CID100002726,2849
CID100002726,2847
CID100002726,2844
CID100002726,2845
CID100002726,2842
CID100002726,54112
CID100002726,136
CID100002726,135
CID100002726,134
CID100002726,10692
CID100002726,118442
CID100002726,9287
CID100002726,9283
CID100002726,4985
CID100002726,4987
CID100002726,10663
CID100002726,4988
CID100002726,27201
CID100002726,285242
CID100002726,4889
CID100002726,221391
CID100002726,2850
CID100002726,84539
CID100002726,84634
CID100002726,4887
CID100002726,54329
CID100002726,54328
CID100002726,10886
CID100002726,10887
CID100002726,729230
CID100002726,9177
CID100002726,23566
CID100002726,10888
CID100002726,9170
CID100002726,6010
CID100002726,7442
CID100002726,56923
CID100002726,2798
CID100002726,128674
CID100002726,10803
CID100002726,1128
CID100002726,1129
CID100002726,319100
CID100002726,23596
CID100002726,94233
CID100002726,316
CID100002726,3274
CID100002726,285601
CID100002726,2827
CID100002726,53831
CID100002726,1232
CID100002726,1902
CID100002726,338557
CID100002726,1234
CID100002726,1230
CID100002726,1813
CID100002726,5005
CID100002726,1233
CID100002726,170572
CID100002726,1132
CID100002726,1131
CID100002726,1238
CID100002726,2837
CID100002726,2835
CID100002726,2834
CID100002726,2832
CID100002726,2831
CID100002726,2830
CID100002726,344561
CID100002726,2652
CID100002726,5734
CID100002726,3359
CID100002726,5737
CID100002726,5243
CID100002726,1241
CID100002726,8811
CID100002726,3351
CID100002726,83550
CID100002726,83551
CID100002726,623
CID100002726,151
CID100002726,2861
CID100002726,64106
CID100002726,3352
CID100002726,339403
CID100002726,153
CID100002726,3757
CID100002726,7852
CID100002726,3269
CID100002726,83873
CID100002726,152
CID100002726,6532
CID100002726,5621
CID100002726,6530
CID100002726,6531
CID100002726,155
CID100002726,9038
CID100002726,134864
CID100002726,64582
CID100002726,4829
CID100002726,6285
CID100002726,5540
CID100002726,3361
CID100002726,3362
CID100002726,3363
CID100002726,186
CID100002726,187
CID100002726,185
CID100002726,2587
CID100002726,9293
CID100002726,5021
CID100002726,57007
CID100002726,4986
CID100002726,10316
CID100002726,8477
CID100002726,552
CID100002726,4157
CID100002726,84109
CID100002726,2925
CID100002726,5956
CID100002726,6752
CID100002726,6753
CID100002726,350383
CID100002726,6751
CID100002726,6754
CID100002726,6755
CID100002726,2693
CID100002726,51393
CID100002726,150
CID100002726,2862
CID100002726,2863
CID100002726,887
CID100002726,886
CID100002726,554
CID100002726,4886
CID100002726,56302
CID100002726,59340
CID100002726,3062
CID100002726,3061
CID100002726,4923
CID100002726,1816
CID100002726,5729
CID100002726,4161
CID100002726,4160
CID100002726,11245
CID100002726,7201
CID100002726,139760
CID100002726,162514
CID100002726,1565
CID100002726,146
CID100002726,147
CID100002726,134391
CID100002726,140
CID100002726,51289
CID100002726,611
CID100002726,1133
CID100002726,148
CID100002726,3355
CID100002726,3354
CID100002726,3357
CID100002726,3356
CID100002726,5731
CID100002726,3350
CID100002726,5733
CID100002726,5732
CID100002726,200909
CID100002726,6865
CID100002726,5739
CID100002726,3358
CID100002726,23620
CID100002726,5995
CID100002726,56413
CID100002726,1812
CID100002726,6915
CID100002726,4158
CID100002726,4159
CID100002726,11250
CID100002726,1814
CID100002726,8484
CID100002726,81491
CID100002726,801
CID100002726,680
CID100002726,11255
CID100002725,1128
CID100002725,1129
CID100002725,1133
CID100002725,1132
CID100002725,1131
CID100002725,3757
CID100002725,59340
CID100002725,3274
CID100002725,3356
CID100002725,6532
CID100002725,6530
CID100002725,6531
CID100002725,3269
CID100004189,151
CID100004189,150
CID100004189,199974
CID100004189,339761
CID100004189,120227
CID100004189,66002
CID100004189,57404
CID100004189,5740
CID100004189,8529
CID100004189,6532
CID100004189,5243
CID100004189,6531
CID100004189,1549
CID100004189,1588
CID100004189,1545
CID100004189,1573
CID100004189,51302
CID100004189,6865
CID100004189,1582
CID100004189,1583
CID100004189,1580
CID100004189,1581
CID100004189,1586
CID100004189,284541
CID100004189,1584
CID100004189,10858
CID100004189,260293
CID100004189,29785
CID100004189,9420
CID100004189,1562
CID100004189,113612
CID100004189,126410
CID100004189,1132
CID100004189,1131
CID100004189,1544
CID100004189,1594
CID100004189,6916
CID100004189,1591
CID100004189,6869
CID100004189,1593
CID100004189,1592
CID100004189,1585
CID100004189,340665
CID100004189,1543
CID100004189,1551
CID100004189,1553
CID100004189,1555
CID100004189,1557
CID100004189,4051
CID100004189,57834
CID100004189,1558
CID100004189,64816
CID100004189,1565
CID100004189,1559
CID100004189,1579
CID100004189,54905
CID100004189,1572
CID100004189,1571
CID100004189,285440
CID100004189,1577
CID100004189,1576
CID100004189,3350
CID100004184,1142
CID100004184,1143
CID100004184,1140
CID100004184,1141
CID100004184,1146
CID100004184,1144
CID100004184,1145
CID100004184,2847
CID100004184,2844
CID100004184,2845
CID100004184,2842
CID100004184,1269
CID100004184,54112
CID100004184,136
CID100004184,135
CID100004184,134
CID100004184,124274
CID100004184,10692
CID100004184,118442
CID100004184,55117
CID100004184,9287
CID100004184,2849
CID100004184,9283
CID100004184,28968
CID100004184,4985
CID100004184,4987
CID100004184,10663
CID100004184,4988
CID100004184,388662
CID100004184,285242
CID100004184,4889
CID100004184,221391
CID100004184,2850
CID100004184,84539
CID100004184,84634
CID100004184,4887
CID100004184,54329
CID100004184,54328
CID100004184,10886
CID100004184,10887
CID100004184,729230
CID100004184,9177
CID100004184,23566
CID100004184,10888
CID100004184,9170
CID100004184,6010
CID100004184,56923
CID100004184,83873
CID100004184,6752
CID100004184,2798
CID100004184,128674
CID100004184,55584
CID100004184,8973
CID100004184,10803
CID100004184,1128
CID100004184,89832
CID100004184,319100
CID100004184,23596
CID100004184,7852
CID100004184,94233
CID100004184,3274
CID100004184,285601
CID100004184,2827
CID100004184,53831
CID100004184,1902
CID100004184,9152
CID100004184,338557
CID100004184,1132
CID100004184,54716
CID100004184,1234
CID100004184,64582
CID100004184,1139
CID100004184,1138
CID100004184,1230
CID100004184,1813
CID100004184,1232
CID100004184,1233
CID100004184,170572
CID100004184,1137
CID100004184,1131
CID100004184,1238
CID100004184,1136
CID100004184,1135
CID100004184,1134
CID100004184,2837
CID100004184,2835
CID100004184,2834
CID100004184,2832
CID100004184,2831
CID100004184,2830
CID100004184,344561
CID100004184,2652
CID100004184,3354
CID100004184,5737
CID100004184,1241
CID100004184,57053
CID100004184,8811
CID100004184,3351
CID100004184,83550
CID100004184,83551
CID100004184,623
CID100004184,2861
CID100004184,64106
CID100004184,3352
CID100004184,339403
CID100004184,153
CID100004184,6536
CID100004184,3269
CID100004184,6534
CID100004184,6535
CID100004184,6532
CID100004184,6533
CID100004184,6530
CID100004184,6531
CID100004184,155
CID100004184,9038
CID100004184,134864
CID100004184,6538
CID100004184,6539
CID100004184,554
CID100004184,4829
CID100004184,3359
CID100004184,5540
CID100004184,3361
CID100004184,3362
CID100004184,3363
CID100004184,186
CID100004184,187
CID100004184,185
CID100004184,2587
CID100004184,9293
CID100004184,5021
CID100004184,57007
CID100004184,4986
CID100004184,56413
CID100004184,10316
CID100004184,340024
CID100004184,6529
CID100004184,8477
CID100004184,4157
CID100004184,84109
CID100004184,2925
CID100004184,5956
CID100004184,1129
CID100004184,6753
CID100004184,350383
CID100004184,6751
CID100004184,6754
CID100004184,6755
CID100004184,2693
CID100004184,11254
CID100004184,151
CID100004184,150
CID100004184,2862
CID100004184,2863
CID100004184,887
CID100004184,886
CID100004184,348932
CID100004184,4886
CID100004184,552
CID100004184,59340
CID100004184,3062
CID100004184,3061
CID100004184,152
CID100004184,27201
CID100004184,4923
CID100004184,1816
CID100004184,5729
CID100004184,4161
CID100004184,4160
CID100004184,11245
CID100004184,7201
CID100004184,139760
CID100004184,146
CID100004184,147
CID100004184,134391
CID100004184,140
CID100004184,51289
CID100004184,611
CID100004184,1133
CID100004184,148
CID100004184,3355
CID100004184,5734
CID100004184,3357
CID100004184,3356
CID100004184,5731
CID100004184,3350
CID100004184,5733
CID100004184,5732
CID100004184,200909
CID100004184,5739
CID100004184,3358
CID100004184,23620
CID100004184,5995
CID100004184,6915
CID100004184,1812
CID100004184,6540
CID100004184,4158
CID100004184,4159
CID100004184,11250
CID100004184,1814
CID100004184,8484
CID100004184,81491
CID100004184,680
CID100004184,11255
CID000010133,6555
CID000010133,151306
CID000010133,9971
CID009838021,4988
CID000015541,51116
CID000015541,6207
CID000015541,51021
CID000015541,51023
CID000015541,6187
CID000015541,6205
CID000015541,63931
CID000015541,6183
CID000015541,51081
CID000015541,55173
CID000015541,6228
CID000015541,6208
CID000015541,6209
CID000015541,6188
CID000015541,6224
CID000015541,6193
CID000015541,55272
CID000015541,64960
CID000015541,64963
CID000015541,64965
CID000015541,64968
CID000015541,64969
CID000015541,55168
CID000015541,6217
CID000015541,6210
CID000015541,6235
CID000005002,1142
CID000005002,1143
CID000005002,1140
CID000005002,1141
CID000005002,1146
CID000005002,1144
CID000005002,1145
CID000005002,2847
CID000005002,2844
CID000005002,2845
CID000005002,2842
CID000005002,1269
CID000005002,54112
CID000005002,136
CID000005002,135
CID000005002,134
CID000005002,124274
CID000005002,10692
CID000005002,118442
CID000005002,9287
CID000005002,2849
CID000005002,9283
CID000005002,4985
CID000005002,4987
CID000005002,10663
CID000005002,4988
CID000005002,27201
CID000005002,285242
CID000005002,4889
CID000005002,221391
CID000005002,2850
CID000005002,84539
CID000005002,84634
CID000005002,4887
CID000005002,54329
CID000005002,54328
CID000005002,10886
CID000005002,10887
CID000005002,729230
CID000005002,9177
CID000005002,23566
CID000005002,10888
CID000005002,9170
CID000005002,6010
CID000005002,56923
CID000005002,6752
CID000005002,2798
CID000005002,128674
CID000005002,55584
CID000005002,8973
CID000005002,10803
CID000005002,1128
CID000005002,89832
CID000005002,319100
CID000005002,23596
CID000005002,94233
CID000005002,3274
CID000005002,285601
CID000005002,2827
CID000005002,53831
CID000005002,1902
CID000005002,338557
CID000005002,1132
CID000005002,1234
CID000005002,1139
CID000005002,1138
CID000005002,1230
CID000005002,1813
CID000005002,1232
CID000005002,1233
CID000005002,170572
CID000005002,1137
CID000005002,1131
CID000005002,1238
CID000005002,1136
CID000005002,1135
CID000005002,1134
CID000005002,2837
CID000005002,2835
CID000005002,2834
CID000005002,2832
CID000005002,2831
CID000005002,2830
CID000005002,344561
CID000005002,2652
CID000005002,3354
CID000005002,5737
CID000005002,1241
CID000005002,57053
CID000005002,8811
CID000005002,3351
CID000005002,83550
CID000005002,83551
CID000005002,623
CID000005002,2861
CID000005002,64106
CID000005002,3352
CID000005002,339403
CID000005002,153
CID000005002,7852
CID000005002,3269
CID000005002,83873
CID000005002,152
CID000005002,6532
CID000005002,6530
CID000005002,6531
CID000005002,155
CID000005002,9038
CID000005002,134864
CID000005002,64582
CID000005002,4829
CID000005002,3359
CID000005002,5540
CID000005002,3361
CID000005002,3362
CID000005002,3363
CID000005002,186
CID000005002,187
CID000005002,185
CID000005002,2587
CID000005002,9293
CID000005002,5021
CID000005002,57007
CID000005002,4986
CID000005002,10316
CID000005002,8477
CID000005002,4157
CID000005002,84109
CID000005002,2925
CID000005002,5956
CID000005002,1129
CID000005002,6753
CID000005002,350383
CID000005002,6751
CID000005002,6754
CID000005002,6755
CID000005002,2693
CID000005002,151
CID000005002,150
CID000005002,2862
CID000005002,2863
CID000005002,887
CID000005002,886
CID000005002,554
CID000005002,4886
CID000005002,552
CID000005002,59340
CID000005002,3062
CID000005002,3061
CID000005002,4923
CID000005002,1816
CID000005002,5729
CID000005002,4161
CID000005002,4160
CID000005002,11245
CID000005002,7201
CID000005002,139760
CID000005002,146
CID000005002,147
CID000005002,134391
CID000005002,140
CID000005002,51289
CID000005002,611
CID000005002,1133
CID000005002,148
CID000005002,3355
CID000005002,5734
CID000005002,3357
CID000005002,3356
CID000005002,5731
CID000005002,3350
CID000005002,5733
CID000005002,5732
CID000005002,200909
CID000005002,5739
CID000005002,3358
CID000005002,23620
CID000005002,5995
CID000005002,56413
CID000005002,1812
CID000005002,6915
CID000005002,4158
CID000005002,4159
CID000005002,11250
CID000005002,1814
CID000005002,8484
CID000005002,81491
CID000005002,680
CID000005002,11255
CID100005538,10062
CID100005538,7025
CID100005538,2649
CID100005538,116362
CID100005538,2908
CID100005538,5916
CID100005538,190
CID100005538,6256
CID100005538,2172
CID100005538,2099
CID100005538,4306
CID100005538,5947
CID100005538,83758
CID100005538,5948
CID100005538,646486
CID100005538,2173
CID100005538,2170
CID100005538,2171
CID100005538,7276
CID100005538,646480
CID100005538,9970
CID100005538,367
CID100005538,8431
CID100005538,2103
CID100005538,9971
CID100005538,5950
CID100005538,7101
CID100005538,3357
CID100005538,5465
CID100005538,7026
CID100005538,5467
CID100005538,7181
CID100005538,5047
CID100005538,5468
CID100005538,6095
CID100005538,2167
CID100005538,6097
CID100005538,6096
CID100005538,7182
CID100005538,2100
CID100005538,1432
CID100005538,5594
CID100005538,7068
CID100005538,7067
CID100005538,1558
CID100005538,5241
CID100005538,7376
CID100005538,8856
CID100005538,5375
CID100005538,6258
CID100005538,2169
CID100005538,2168
CID100005538,7421
CID100005538,5915
CID100005538,5914
CID100005538,2101
CID100005538,2063
CID100005538,6257
CID100005538,1381
CID100005538,1382
CID100005538,2104
CID100002833,7283
CID100002833,51807
CID100002833,7280
CID100002833,112714
CID100002833,10383
CID100002833,10382
CID100002833,10381
CID100002833,122664
CID100002833,51175
CID100002833,51174
CID100002833,347733
CID100002833,11076
CID100002833,164395
CID100002833,25809
CID100002833,84617
CID100002833,254173
CID100002833,81027
CID100002833,51673
CID100002833,23476
CID100002833,6581
CID100002833,84790
CID100002833,113457
CID100002833,10093
CID100002833,150465
CID100002833,10376
CID100002833,81551
CID100002833,23093
CID100002833,7846
CID100002833,26140
CID100002833,4157
CID100002833,347688
CID100002833,7277
CID100002833,7278
CID100002833,27175
CID100002833,83887
CID000006252,1633
CID000006252,138428
CID000005732,2569
CID000005732,2568
CID000005732,2554
CID000005732,2555
CID000005732,2556
CID000005732,2557
CID000005732,2561
CID000005732,2559
CID000005732,706
CID000005732,2562
CID000005732,2565
CID000005732,2564
CID000005732,2567
CID000005732,2566
CID000005732,2558
CID000005732,200959
CID000005732,2570
CID000005732,2560
CID000005732,2563
CID100071348,1269
CID100071348,124274
CID100071348,2849
CID100071348,2847
CID100071348,2844
CID100071348,2845
CID100071348,2842
CID100071348,54112
CID100071348,136
CID100071348,135
CID100071348,134
CID100071348,10692
CID100071348,9287
CID100071348,9283
CID100071348,4985
CID100071348,4987
CID100071348,10663
CID100071348,4988
CID100071348,27201
CID100071348,4889
CID100071348,221391
CID100071348,2850
CID100071348,84539
CID100071348,84634
CID100071348,4887
CID100071348,54329
CID100071348,54328
CID100071348,10886
CID100071348,10887
CID100071348,729230
CID100071348,23566
CID100071348,10888
CID100071348,9170
CID100071348,6010
CID100071348,56923
CID100071348,2798
CID100071348,128674
CID100071348,10803
CID100071348,319100
CID100071348,23596
CID100071348,94233
CID100071348,3274
CID100071348,285601
CID100071348,2827
CID100071348,53831
CID100071348,1902
CID100071348,338557
CID100071348,1234
CID100071348,1230
CID100071348,1813
CID100071348,1232
CID100071348,1233
CID100071348,1238
CID100071348,2837
CID100071348,2835
CID100071348,2834
CID100071348,2832
CID100071348,2831
CID100071348,2830
CID100071348,344561
CID100071348,2652
CID100071348,3354
CID100071348,5737
CID100071348,1241
CID100071348,8811
CID100071348,3351
CID100071348,83550
CID100071348,3350
CID100071348,623
CID100071348,2861
CID100071348,64106
CID100071348,3352
CID100071348,339403
CID100071348,153
CID100071348,7852
CID100071348,83873
CID100071348,152
CID100071348,155
CID100071348,9038
CID100071348,134864
CID100071348,64582
CID100071348,4829
CID100071348,5540
CID100071348,3361
CID100071348,3362
CID100071348,3363
CID100071348,186
CID100071348,187
CID100071348,185
CID100071348,2587
CID100071348,9293
CID100071348,5021
CID100071348,57007
CID100071348,4986
CID100071348,118442
CID100071348,8477
CID100071348,4157
CID100071348,84109
CID100071348,2925
CID100071348,5956
CID100071348,6752
CID100071348,6753
CID100071348,350383
CID100071348,6751
CID100071348,6754
CID100071348,6755
CID100071348,2693
CID100071348,151
CID100071348,150
CID100071348,2862
CID100071348,2863
CID100071348,887
CID100071348,886
CID100071348,554
CID100071348,4886
CID100071348,552
CID100071348,59340
CID100071348,3062
CID100071348,3061
CID100071348,4923
CID100071348,1816
CID100071348,5729
CID100071348,4161
CID100071348,4160
CID100071348,11245
CID100071348,7201
CID100071348,139760
CID100071348,146
CID100071348,147
CID100071348,134391
CID100071348,140
CID100071348,51289
CID100071348,611
CID100071348,148
CID100071348,3355
CID100071348,5734
CID100071348,3357
CID100071348,3356
CID100071348,5731
CID100071348,10316
CID100071348,5733
CID100071348,5732
CID100071348,5739
CID100071348,3358
CID100071348,23620
CID100071348,5995
CID100071348,56413
CID100071348,1812
CID100071348,6915
CID100071348,4158
CID100071348,4159
CID100071348,11250
CID100071348,1814
CID100071348,8484
CID100071348,81491
CID100071348,83551
CID100071348,680
CID100071348,11255
CID000000727,2569
CID000000727,2562
CID011243969,1803
CID009875401,2159
CID000005184,1128
CID000005184,1129
CID000005184,1133
CID000005184,1132
CID000005184,1131
CID000005184,3269
CID000004850,1269
CID000004850,124274
CID000004850,2849
CID000004850,2847
CID000004850,2844
CID000004850,2845
CID000004850,2842
CID000004850,54112
CID000004850,136
CID000004850,135
CID000004850,134
CID000004850,10692
CID000004850,9287
CID000004850,9283
CID000004850,4985
CID000004850,4987
CID000004850,10663
CID000004850,4988
CID000004850,27201
CID000004850,4889
CID000004850,221391
CID000004850,2850
CID000004850,84539
CID000004850,84634
CID000004850,4887
CID000004850,54329
CID000004850,54328
CID000004850,10886
CID000004850,10887
CID000004850,729230
CID000004850,23566
CID000004850,10888
CID000004850,9170
CID000004850,6010
CID000004850,56923
CID000004850,2798
CID000004850,128674
CID000004850,10803
CID000004850,319100
CID000004850,23596
CID000004850,94233
CID000004850,3274
CID000004850,285601
CID000004850,2827
CID000004850,53831
CID000004850,1902
CID000004850,338557
CID000004850,1234
CID000004850,1230
CID000004850,1813
CID000004850,1232
CID000004850,1233
CID000004850,1238
CID000004850,2837
CID000004850,2835
CID000004850,2834
CID000004850,2832
CID000004850,2831
CID000004850,2830
CID000004850,344561
CID000004850,2652
CID000004850,3354
CID000004850,5737
CID000004850,1241
CID000004850,8811
CID000004850,3351
CID000004850,83550
CID000004850,3350
CID000004850,623
CID000004850,2861
CID000004850,64106
CID000004850,3352
CID000004850,339403
CID000004850,153
CID000004850,7852
CID000004850,83873
CID000004850,152
CID000004850,155
CID000004850,9038
CID000004850,134864
CID000004850,64582
CID000004850,4829
CID000004850,5540
CID000004850,3361
CID000004850,3362
CID000004850,3363
CID000004850,186
CID000004850,187
CID000004850,185
CID000004850,2587
CID000004850,9293
CID000004850,5021
CID000004850,57007
CID000004850,4986
CID000004850,118442
CID000004850,8477
